country_code,yield_forecast
AT,26832.82103006469
BE,29688.559420626963
CZ,18504.806746039983
FI,24729.628542284052
FR,582979.9128460843
EL,19882.37647218193
HU,49285.59046572928
LU,2369.598299636919
NL,28708.361945803314
PL,132694.58626439096
PT,6457.375231591768
RO,44632.9531080638
SK,15139.966208567392
