country_code,yield_forecast
AT,4955.017712183233
BE,2526.9535968715145
CZ,7271.378719177997
FI,2785.8070907234737
FR,65564.3543445971
EL,3871.8733769896517
HU,11613.318084050712
LU,154.5351653396788
PL,32120.51519568871
PT,1144.0479424186567
RO,21726.472925956135
